Group,Age,Page,Region,Parent,Family,Edu,Sex,Job,School,Play,Lesson,sleep,Beh,Hyp,Emo,Peer,Pro
1,4,37,23,2,4,4,2,0,5,0.5,0,9,3,0,2,0,9
1,6,42,17,2,4,4,2,5,5,0.107142857,0.214285714,9,1,3,1,2,5
1,7,45,20,2,4,3,2,5,5,0.5,0.214285714,9,2,4,1,3,9
1,9,38,34,2,5,4,1,5,5,0.5,0.214285714,7.5,6,4,0,4,5
1,7,46,13,2,4,4,2,0,5,2,0.035714286,9.5,2,2,0,4,6
1,9,37,5,2,4,4,1,5,5,0.5,0.214285714,9,4,7,0,0,6
1,4,39,22,2,7,4,1,5,5,1,0,10,3,7,5,4,3
1,5,40,13,2,3,4,2,5,5,0.5,0,9,3,5,5,4,5
1,6,48,11,2,3,4,1,5,5,0.5,0,8.5,3,6,4,1,3
1,4,42,14,2,3,2,1,0,5,0.214285714,0,10,4,5,2,3,6
1,9,47,1,2,4,2,2,0,5,0.428571429,0.5,9,1,3,6,2,9
1,6,37,10,2,4,4,2,5,5,1,0,9,0,2,1,0,7
1,5,43,14,2,4,3,2,0,5,1,0.214285714,9.5,2,4,4,3,6
1,6,36,27,2,6,2,2,5,5,2,0,10,6,7,3,6,4
1,7,45,15,2,5,2,2,0,5,0.107142857,0.214285714,9,2,5,3,1,2
1,9,42,14,2,4,3,1,0,5,0.5,0.5,9.5,2,1,2,1,6
1,7,48,30,1,4,4,2,5,5,0.071428571,0.5,8,2,4,1,2,5
1,5,35,6,2,5,3,1,0,5,1,0.214285714,9.5,2,2,0,3,1
1,8,45,1,2,6,1,1,5,5,0.035714286,0.428571429,10.5,4,5,4,5,7
1,7,42,13,2,3,3,1,5,5,0.071428571,0.25,8,4,4,1,6,5
1,8,33,14,2,3,4,2,5,5,3,0.214285714,9.5,3,4,2,0,9
1,7,45,20,2,4,3,1,0,5,0,0,9,4,6,1,6,6
1,7,43,4,2,4,4,1,0,5,0.25,0.107142857,9,1,2,0,0,3
1,6,45,23,2,6,3,2,5,5,0.107142857,0.214285714,9,2,4,6,3,6
1,9,46,13,2,4,4,2,5,5,0.107142857,0.214285714,11,5,5,5,5,5
1,4,44,8,2,3,4,2,5,5,0.428571429,0,10.5,4,6,0,4,4
1,5,35,23,2,3,3,1,5,5,0.107142857,0.428571429,8.5,3,5,4,3,9
1,8,44,28,1,4,2,2,5,5,0.214285714,0.214285714,9.5,3,2,3,1,6
1,8,45,14,2,4,3,2,5,5,0.25,0.214285714,9.5,0,2,1,0,9
1,7,35,23,2,2,3,2,5,5,0.5,0,8.5,1,4,1,1,8
1,7,41,14,2,4,4,2,5,5,2,0.857142857,9,6,5,1,0,7
1,4,33,27,2,3,3,1,5,5,0.5,0,9.5,2,3,1,1,3
1,4,34,27,2,3,3,1,0,5,2,0,9.5,2,5,0,1,5
1,9,44,13,2,4,4,2,0,5,0.25,0.214285714,10,2,4,0,0,4
1,9,41,1,2,5,2,2,0,5,0.035714286,0.214285714,9.5,2,2,0,0,5
1,4,37,11,2,4,2,1,0,5,0,0.214285714,11.5,7,8,6,1,0
1,4,39,13,2,3,3,2,5,5,0.428571429,0,9.5,4,4,6,3,9
1,5,39,28,1,4,4,2,5,5,0.214285714,0.214285714,9,0,0,0,2,6
1,7,44,34,2,4,4,1,5,5,0,0.5,10,2,8,4,3,3
1,8,40,27,2,5,3,2,5,5,1,0.214285714,9.5,3,3,0,2,6
1,4,40,1,2,4,2,1,5,5,1,0,9.5,3,4,2,3,9
1,4,32,23,2,3,4,2,5,5,1,0,10.5,1,2,2,0,9
1,6,41,14,1,4,4,1,5,5,0.107142857,0.071428571,9.5,3,5,1,2,2
1,5,36,13,2,4,2,1,0,5,1,0.071428571,8.5,2,5,1,2,7
1,6,44,28,1,4,4,1,5,5,0.071428571,0.214285714,9,5,5,5,2,1
1,9,38,29,2,4,5,2,5,5,0.5,0.214285714,9,5,6,3,2,2
1,9,37,28,2,4,4,1,0,5,2,0.214285714,9,3,2,0,0,9
1,6,37,33,2,3,3,1,5,5,0.214285714,0,8,5,7,3,3,5
1,5,35,24,2,3,4,2,0,5,0.214285714,0.5,9,1,0,0,0,6
1,6,39,28,2,4,3,2,0,5,2,0.214285714,8,2,1,6,0,9
1,9,34,33,2,4,4,2,0,5,1,0.5,9,0,3,0,1,6
1,5,25,47,2,5,2,1,5,5,0.5,0,8.5,2,4,0,3,3
1,5,33,1,2,3,3,2,0,5,0.071428571,0.214285714,11,0,1,1,1,6
1,5,42,1,2,3,3,2,0,5,0.5,0.107142857,10.5,3,4,2,5,3
1,9,39,23,2,4,4,2,5,5,0.107142857,0.214285714,8.5,2,3,2,1,6
1,4,26,6,2,2,2,2,5,5,0,0,9,2,4,0,4,0
1,6,35,11,2,4,3,2,0,5,0.035714286,0,10,0,3,2,3,5
1,9,42,28,2,3,4,1,5,5,0.5,0.5,9.5,0,4,2,0,8
1,7,41,31,2,4,4,2,5,5,0.107142857,0.214285714,10,0,0,1,1,8
1,7,47,23,2,5,2,1,5,5,0.035714286,0,8.5,3,6,2,5,3
1,9,52,3,2,2,5,1,5,5,1,0,9,1,1,2,0,10
1,4,39,1,2,5,2,2,5,5,0.5,0.071428571,9,4,6,0,2,3
1,8,44,25,2,4,4,1,5,5,0.5,0.214285714,9,2,2,1,3,6
1,6,40,7,2,6,3,1,0,5,0.035714286,0,9.5,4,6,0,4,2
1,8,43,9,2,3,2,2,5,5,0,0.107142857,10,1,6,6,2,3
1,6,46,40,2,3,2,1,0,5,0.035714286,0.428571429,10.5,5,10,6,7,2
1,9,45,23,2,2,4,2,5,5,0.5,0.107142857,8.5,1,6,4,2,7
1,7,33,27,2,3,4,1,5,5,1,0.214285714,10,2,4,1,1,6
1,6,48,14,2,5,3,1,0,5,0.428571429,0.5,9.5,2,4,4,2,5
1,6,42,11,2,3,3,1,0,5,0.035714286,0.107142857,9.5,1,6,2,4,4
1,7,41,26,2,5,2,2,5,5,0.5,0.428571429,8.5,2,2,5,1,5
1,6,59,22,1,3,2,1,5,5,0.035714286,0.107142857,7.5,2,2,4,2,3
1,9,41,1,2,3,2,2,5,5,0.035714286,0.107142857,8.5,0,2,4,3,7
1,9,61,13,1,5,3,2,5,5,0.071428571,0.214285714,9,4,7,0,5,7
1,9,51,14,2,3,2,2,0,5,0.5,0.214285714,9,1,5,5,1,6
1,9,44,13,2,3,4,2,0,5,0.035714286,0.5,8.5,2,0,5,1,0
1,7,40,13,1,5,4,1,5,5,2,0.214285714,9,4,6,0,1,5
1,9,31,27,2,5,2,1,5,5,0,0,9.5,2,4,2,0,10
1,7,33,27,2,3,4,1,5,5,2,0.214285714,10,5,5,8,5,8
1,9,42,6,2,3,3,2,5,5,0.214285714,0.5,8,2,4,5,1,6
1,6,30,23,2,5,4,2,5,5,1,0.107142857,10,1,2,2,0,8
1,5,40,27,2,4,3,2,0,5,0.5,0.214285714,10,4,3,1,6,3
1,5,40,25,2,4,4,2,0,5,1,0.214285714,10,1,2,2,0,10
1,7,32,43,2,5,3,1,5,5,1,0.5,9,2,1,0,1,9
1,4,44,37,1,6,3,1,5,5,1,0.214285714,10.5,2,4,1,5,1
1,7,41,33,2,4,4,1,0,5,0.035714286,0,10,3,6,6,8,4
1,5,40,45,2,4,4,2,0,5,1,0.107142857,11,6,8,1,1,2
1,8,37,13,2,5,2,1,0,5,0.428571429,0.5,9,1,4,0,0,6
1,6,41,13,2,3,3,1,0,5,1,0.5,9.5,1,3,2,1,7
1,9,43,22,2,4,4,1,5,5,0.428571429,0.5,10,1,5,1,3,6
1,5,48,23,2,4,3,2,5,5,1,0.5,9.5,2,4,2,2,7
1,5,30,9,2,3,2,2,5,5,0.428571429,0,9,6,7,7,4,6
1,4,31,14,2,4,4,1,0,5,2,0.214285714,10,3,5,0,0,6
1,5,40,13,1,4,4,2,5,5,1,0.214285714,9,5,6,5,5,5
1,4,36,27,2,5,4,2,0,5,1,0.214285714,10.5,3,2,2,2,6
1,5,39,38,2,6,2,2,0,5,0.035714286,0,8.5,3,5,2,3,1
1,4,34,28,2,3,2,1,0,5,0.5,0,10.5,0,5,3,4,9
1,8,42,6,2,3,2,1,0,5,2,0.214285714,9,1,3,0,2,4
1,8,30,28,2,3,4,1,5,5,0.642857143,0.214285714,10,5,9,7,4,8
1,8,36,41,2,5,1,2,0,5,0.035714286,0.214285714,8,7,8,8,3,10
1,6,41,22,2,5,3,1,0,0,0.035714286,0,8.5,2,5,2,3,3
1,6,39,40,2,4,3,1,5,5,1,0.5,9,2,4,0,1,9
1,4,28,35,2,3,5,1,0,0,2,0,8,2,7,1,5,4
1,5,30,42,2,5,2,1,5,5,0.5,0,9.5,0,4,0,0,10
1,4,33,23,2,5,3,1,5,5,1,0.214285714,9.5,3,2,0,0,8
1,7,43,13,2,4,3,1,5,5,0.214285714,0.5,9.5,2,2,2,2,10
1,7,38,7,2,4,2,1,5,5,1,1,9,2,3,2,0,7
1,5,31,24,2,5,3,1,0,5,1,0.25,9.5,5,2,3,4,5
1,7,41,21,2,4,4,1,0,5,0.214285714,0,9.5,3,4,0,5,0
1,9,50,23,2,4,3,1,0,5,0.035714286,0.5,9,2,6,2,4,2
1,8,47,40,2,5,5,2,5,5,1,0.5,7,2,2,1,2,2
1,8,41,27,2,4,2,1,0,5,0.035714286,0.214285714,9.5,2,4,0,1,2
1,5,37,11,2,4,2,1,0,5,0.5,0,10,2,4,2,4,5
1,4,43,11,2,3,4,1,5,5,0.25,0,8,1,3,1,0,8
1,5,29,5,2,4,2,1,0,5,0.25,0.214285714,9,6,8,6,5,5
1,5,32,27,2,3,2,2,0,5,3,0.5,8.5,3,1,1,0,3
1,6,38,45,2,3,3,2,5,5,0.5,0,9.5,2,2,5,4,5
1,9,28,13,2,8,5,1,5,5,2,3,10,1,3,0,0,10
1,5,37,40,2,5,3,2,5,5,0.107142857,0,11,1,3,1,2,4
1,8,39,27,2,4,4,1,0,5,0.107142857,0.107142857,9.5,5,6,8,6,0
1,7,47,10,2,3,2,2,0,5,1,0.5,10,1,2,1,1,2
1,4,42,27,2,4,4,1,5,5,0.035714286,0.107142857,8.5,0,0,1,0,10
1,6,45,17,2,3,2,2,5,5,0.035714286,0,9.5,4,4,5,3,1
1,5,41,14,2,5,3,1,5,5,0.5,0.107142857,9.5,1,2,0,2,5
1,5,39,23,2,7,3,1,5,5,0.25,0.214285714,9.5,3,4,1,2,7
1,8,42,44,2,3,1,2,5,5,0.071428571,0,9,3,8,4,2,6
1,4,35,22,2,4,4,1,0,5,0.25,0.107142857,10,4,5,0,5,4
1,9,45,1,2,4,2,2,5,5,0.428571429,0,8.5,0,2,6,1,10
1,8,44,40,2,4,3,1,0,5,1,1,9,1,6,3,2,5
1,7,47,13,2,3,2,1,5,5,0.5,1,10,0,4,0,0,10
1,8,46,14,2,3,3,1,5,5,0.5,0.5,9,3,3,2,3,6
1,4,37,16,2,4,2,1,5,5,0.107142857,0,8,3,4,4,3,5
1,5,39,40,2,4,2,1,0,5,0.214285714,0.5,11.5,0,0,0,5,10
1,9,36,13,2,3,4,1,0,5,0.5,0.5,9.5,0,2,5,6,6
1,5,49,41,1,3,4,2,5,5,1,0.5,8.5,2,5,3,1,4
1,6,40,27,2,4,4,2,5,5,1,0.25,10,5,1,1,3,4
1,9,41,45,2,5,2,1,5,5,0.214285714,0.214285714,8.5,2,2,1,2,5
1,5,40,26,2,4,3,1,0,5,1,0,10,3,5,1,1,2
1,7,27,18,2,4,2,2,5,5,1,0,10,2,3,2,2,5
1,6,45,1,1,5,2,2,5,5,0.214285714,0.107142857,8.5,2,2,2,2,5
1,4,37,7,2,4,5,2,0,5,1,0.035714286,10,4,6,3,2,8
1,7,36,11,2,4,3,2,0,5,0.214285714,0,10,4,5,4,0,6
1,9,38,23,2,4,4,2,5,5,0.5,0.214285714,8.5,0,3,0,0,6
1,4,35,43,2,4,3,2,5,5,0.5,0.214285714,8.5,6,6,4,2,6
1,4,40,27,2,5,3,2,0,5,0.035714286,0,10,2,2,0,3,3
1,9,43,14,2,5,3,2,5,5,2,0.214285714,8.5,1,4,0,1,6
1,6,40,14,2,6,4,2,5,5,0.5,0.214285714,10,1,2,0,3,3
2,5,46,12,1,4,3,2,1,5,0.107142857,0.107142857,8,1,2,0,0,9
2,5,41,8,2,3,2,1,0,0,2,0.214285714,10.5,2,5,0,2,5
2,9,45,12,2,4,3,1,5,0,0.5,1,9.5,2,2,1,0,7
2,4,37,14,1,4,4,2,1,0,2,0.214285714,9,0,2,0,3,6
2,8,48,11,2,4,4,2,1,0,2,0.214285714,8.5,1,4,0,0,5
2,4,34,12,2,4,4,2,3,0,1,0,9.5,0,3,1,3,6
2,6,38,14,2,4,2,1,5,5,1,0.214285714,9.5,1,3,2,3,7
2,4,34,1,2,4,2,1,3,4,0.214285714,0,9.5,5,4,5,4,5
2,6,37,13,2,4,2,1,1,0,0.25,0,9.5,6,10,3,3,5
2,9,44,13,2,4,2,1,0,0,0.035714286,0,9,1,4,1,2,5
2,9,46,14,2,3,4,1,0,0,0.5,0,7.5,0,3,5,6,10
2,4,47,28,2,3,3,2,0,0,3,0.5,10.5,5,9,1,2,1
2,8,45,26,2,3,3,2,5,0,0.5,0.214285714,9.5,4,4,3,1,5
2,9,41,10,1,4,2,1,7,0,0.25,0.107142857,9,0,2,1,0,7
2,8,40,46,2,4,3,2,0,0,0,0,9,4,4,4,6,3
2,6,35,15,2,4,4,2,2,0,2,0.214285714,10,0,3,2,0,6
2,6,44,14,1,3,4,1,3,0,0.5,0.107142857,9.5,1,6,4,7,4
2,4,41,30,2,4,3,1,4,5,1,0,9.5,2,5,0,2,3
2,8,47,5,1,4,5,1,5,0,0,0.214285714,8.5,4,9,6,9,5
2,7,34,40,2,4,3,2,0,0,0.5,0,10.5,0,2,2,2,6
2,9,38,26,2,3,3,2,0,0,0.5,0.107142857,8.5,2,1,0,4,8
2,6,42,40,1,4,4,1,1,5,1,0.214285714,9,4,6,1,1,4
2,6,37,27,2,3,5,2,3,0,0.214285714,0.5,10,0,0,0,0,10
2,5,38,34,2,5,2,1,0,0,1,0,10.5,4,7,4,4,5
2,9,47,14,1,4,4,2,0,0,0.5,1,9,0,2,5,2,8
2,4,39,27,2,3,3,1,0,0,0.5,0,8.5,4,8,3,4,0
2,4,32,11,2,4,4,2,0,0,0.5,0.035714286,10,5,4,1,1,5
2,8,42,28,2,4,4,1,1,0,0,0.214285714,9.5,1,5,4,5,8
2,7,36,5,2,6,3,2,5,0,0,0,10.5,3,7,3,0,6
2,4,46,27,2,3,3,2,0,0,0.5,0,11.5,2,2,3,1,8
2,7,43,8,2,5,4,2,0,0,0.035714286,0,8.5,0,2,0,0,3
2,4,42,40,2,5,2,2,0,0,1,0.214285714,10.5,1,0,0,1,7
2,5,39,33,2,2,4,2,5,5,0,0,7.5,2,2,2,2,5
2,7,47,4,1,4,4,2,5,0,0.107142857,0,9.5,1,5,2,3,2
2,5,40,13,2,4,4,2,1,0,1,0,10,0,1,0,2,5
2,5,38,28,2,4,4,1,1,0,1,0.214285714,10,4,5,5,2,4
2,9,41,28,2,4,3,1,5,0,0.071428571,0,7,2,5,1,2,1
2,6,38,21,2,3,3,1,0,0,0.5,0.5,9.5,4,8,3,5,3
2,9,44,40,2,4,3,1,0,0,0.107142857,0,8,0,3,0,2,8
2,7,43,38,2,4,1,1,0,5,2,0,10,2,10,3,4,3
2,4,46,12,2,4,2,1,4,0,1,0,8.5,2,4,2,6,4
2,5,47,5,2,3,4,1,2,0,1,0.214285714,9.5,0,2,1,0,8
2,5,40,23,2,3,3,2,3,0,0.5,0.107142857,11,0,0,0,0,10
2,5,36,9,2,3,4,2,2,0,0.214285714,0,10,0,2,4,4,6
2,7,38,27,2,3,3,1,3,0,0.035714286,0,11,6,10,4,6,2
2,6,39,38,2,5,4,1,1,0,0.214285714,0.214285714,9,3,2,0,1,6
2,4,32,13,2,4,3,1,0,0,1,0,10.5,3,8,2,4,8
2,9,42,33,2,4,4,1,0,0,0.035714286,0.107142857,8.5,2,3,4,4,4
2,4,32,13,2,3,4,2,0,5,0.5,0.035714286,10,2,4,4,3,4
2,4,47,1,1,3,2,2,4,5,0.428571429,0.035714286,10,0,4,0,2,8
2,7,52,47,1,5,4,1,0,0,0.5,0.214285714,9.5,1,9,2,1,9
2,4,43,14,2,4,3,1,0,0,0.107142857,0,9,1,2,0,1,7
2,6,41,17,2,5,2,2,5,0,0.642857143,0,9,1,6,1,2,5
2,8,43,3,2,3,2,1,0,7,0.214285714,0.107142857,11.5,0,0,0,4,4
2,8,38,1,2,4,1,2,5,0,0.214285714,0.428571429,8.5,1,4,1,1,6
2,7,38,21,2,5,4,1,0,0,1,0.214285714,9.5,1,2,0,3,7
2,7,42,13,2,3,2,2,4,6,0.214285714,0,8.5,0,4,6,3,6
2,6,48,14,2,3,4,2,0,0,1,0.5,9.5,6,6,7,7,5
2,9,38,27,2,3,4,2,4,0,0.428571429,0,9.5,0,1,0,1,8
2,6,45,10,2,5,5,2,5,0,0.25,0.5,9.5,2,4,1,2,6
2,7,27,40,2,2,2,2,0,3,0.5,0.214285714,9.5,2,3,3,3,9
2,6,32,28,2,3,2,2,0,0,1,0,10,0,1,1,2,6
2,6,55,11,1,4,1,2,2,0,0.107142857,0,9.5,1,7,0,0,9
2,5,51,28,1,3,2,1,0,0,2,0.214285714,10.5,5,5,4,4,5
2,9,42,26,2,4,3,1,0,0,1,1,9.5,3,8,1,0,9
2,5,44,11,2,3,3,2,1,0,0.25,0.214285714,9,2,5,1,3,2
2,8,43,40,2,4,3,2,0,0,2,0.214285714,8.5,1,3,0,2,2
2,9,42,5,1,7,3,2,5,0,1,0.5,8.5,0,1,5,3,9
2,8,45,27,2,3,2,2,0,0,0.428571429,0,9,2,7,1,1,9
2,6,39,1,2,4,2,1,0,0,1,0.071428571,9.5,0,0,2,1,10
2,8,40,14,2,4,3,1,0,0,2,1,9,6,5,0,0,5
2,5,40,12,2,4,3,2,0,0,0.5,0,10.5,6,7,0,5,3
2,8,37,27,2,4,4,1,2,0,0.25,0.5,10,1,3,1,0,8
2,8,41,26,2,7,2,1,0,0,3,0.107142857,9,3,2,2,4,3
2,8,36,21,2,5,4,1,5,0,1,0.857142857,9.5,5,6,1,3,1
2,8,35,13,2,6,3,1,0,0,0.5,0,9.5,7,10,3,1,3
2,6,36,21,2,4,2,1,0,0,0.25,0,10,5,7,0,2,6
2,9,49,6,2,5,2,2,5,1,0.214285714,0.214285714,9.5,1,4,3,1,4
2,6,43,29,2,3,4,2,5,4,0.5,0,10,2,3,7,1,4
2,8,38,21,2,4,4,2,5,0,1,0.214285714,10.5,3,8,5,4,4
2,7,36,29,2,5,3,2,0,0,0.214285714,0,10,1,3,2,1,6
2,7,47,38,2,5,2,2,0,0,1,0.214285714,8,1,4,0,2,7
2,7,36,10,2,5,4,1,0,0,0.5,0.214285714,9.5,3,4,2,0,7
2,6,48,2,2,3,4,1,0,1,0.5,0.214285714,10,3,4,1,2,3
2,5,32,1,2,3,3,1,3,3,0.071428571,0.642857143,10.5,4,6,6,5,5
2,4,39,13,2,4,1,2,0,0,2,0,9.5,2,6,1,0,6
2,8,35,17,2,5,3,1,5,0,0.214285714,1,7.5,2,6,1,1,4
2,9,48,27,2,4,3,1,0,0,2,0.5,9,2,3,3,0,9
2,8,38,17,2,4,4,1,3,0,0.214285714,0.5,9,1,6,0,3,2
2,7,33,1,2,6,3,2,7,0,0.25,0.214285714,10,2,7,1,1,6
2,5,39,12,2,4,4,1,3,0,1,0.214285714,8,8,10,9,3,4
2,6,29,26,2,5,3,2,4,1,0.5,0.214285714,9.5,3,3,5,3,8
2,5,41,14,2,5,4,1,0,5,0.5,0,9.5,4,7,6,5,5
2,7,48,4,2,5,2,1,4,7,0.5,0.107142857,9.5,2,3,0,3,5
2,8,42,39,2,6,2,1,0,0,0.5,0,8,4,8,0,0,6
2,9,47,12,2,4,2,2,2,0,0.107142857,0,9.5,2,1,3,1,6
2,9,47,23,2,5,1,2,0,0,0.5,0,9.5,2,7,1,3,5
2,8,38,35,2,4,4,2,0,0,3,0.107142857,9.5,2,5,1,2,4
2,7,34,22,2,3,3,1,2,0,0.035714286,0,9,4,6,7,2,6
2,8,35,1,2,5,2,2,0,0,0.428571429,0.214285714,10,0,8,6,7,7
2,7,51,11,1,5,4,1,0,0,1,0.214285714,10.5,0,1,0,1,10
2,9,38,15,2,4,3,2,5,0,0.5,0.214285714,8.5,2,2,1,4,5
2,7,44,13,2,3,4,2,1,0,2,0.214285714,9,2,7,1,0,4
2,8,43,11,2,6,3,1,0,0,0.5,0,10,3,5,0,1,5
2,9,37,14,2,6,2,2,0,0,0.5,0,10,2,9,10,4,7
2,9,54,14,1,4,4,2,0,0,0.035714286,0,9.5,5,6,0,3,4
2,4,45,13,2,3,4,2,0,0,0.214285714,0,10,2,1,3,0,8
2,7,41,36,1,3,5,1,5,0,0.214285714,0.214285714,10,2,4,0,1,1
2,7,40,15,2,5,3,2,0,0,0,0,8.5,2,4,3,4,6
2,4,42,28,2,3,2,2,0,5,1,0,9,2,5,2,3,5
2,5,33,27,2,4,4,1,0,0,1,0.107142857,10,4,1,3,1,9
2,4,39,14,2,3,4,1,0,0,1,0,10.5,2,3,0,7,9
2,8,44,19,2,3,3,2,5,0,0.25,0.214285714,9,2,7,1,2,7
2,7,41,13,2,5,4,1,0,0,0.5,1,10,4,1,3,2,7
2,7,35,30,2,4,4,2,2,0,0.5,0.035714286,10.5,3,5,5,4,6
2,7,37,12,2,4,4,2,0,0,3,0.428571429,10.5,3,2,1,0,8
2,4,36,35,2,4,5,1,0,0,2,0,10.5,3,3,1,3,6
2,4,46,14,2,4,3,1,4,0,1,0,9.5,3,5,2,2,6
2,6,44,28,2,4,2,1,0,0,0.214285714,0.214285714,9.5,4,5,1,1,9
2,4,36,40,1,5,3,2,5,0,1,0,10,2,3,3,3,7
2,5,40,29,2,4,3,1,0,0,2,0.214285714,10.5,2,3,1,1,7
2,7,43,40,2,3,3,1,0,0,0.071428571,0.214285714,9.5,3,9,8,1,3
2,5,46,13,2,3,4,2,0,0,0.5,0.107142857,10.5,0,0,2,1,10
2,4,40,13,2,3,3,1,0,0,3,0,10,3,6,0,1,4
2,6,48,29,1,5,4,1,5,5,1,0.035714286,9.5,2,3,9,2,10
2,7,45,34,2,4,4,2,0,0,0.428571429,0.214285714,9.5,3,0,2,1,6
2,5,38,11,2,4,4,1,4,0,0.214285714,0.107142857,10,3,5,0,3,3
2,9,43,27,1,5,4,1,1,0,2,0.428571429,9.5,1,2,0,2,6
2,7,42,42,2,5,4,2,0,0,0.035714286,0.035714286,10,5,4,4,5,5
2,9,50,4,2,4,4,2,0,0,1,0.5,10,1,1,1,0,7
2,5,43,33,2,4,4,1,0,0,1,0,8.5,4,7,2,2,8
2,8,64,11,1,3,4,1,0,0,0,0,8.5,0,1,0,3,4
