Group,Age,Page,Region,Parent,Family,Edu,Sex,Job,School,Play,Lesson,sleep,Beh,Hyp,Emo,Peer,Pro
2,4,49,11,1,3,2,1,5,0,0.5,0.035714286,11,5,6,9,4,8
2,5,43,27,2,6,3,2,0,0,0,0,9.5,0,3,1,2,8
2,5,33,23,2,3,3,1,4,0,3,1,10.5,4,3,1,2,5
2,9,48,28,2,4,2,1,0,0,0.214285714,0,8.5,1,2,0,0,6
2,7,42,15,2,5,2,1,0,0,2,0,9,7,8,2,4,5
2,9,45,11,2,3,2,2,0,0,0.107142857,0.214285714,10,0,2,3,1,10
2,4,32,6,2,8,4,1,0,4,0.25,0,9,3,2,3,0,7
2,9,43,28,2,4,4,2,0,0,1,0.5,10,0,2,0,1,9
2,5,40,13,2,4,4,1,0,0,1,0.071428571,9.5,2,4,2,4,2
2,9,39,13,2,4,3,1,5,0,1,0.214285714,8.5,0,3,2,3,6
2,9,42,4,2,6,3,2,0,0,0.142857143,0.214285714,9,1,6,3,6,7
2,6,49,13,2,5,4,1,0,0,2,0.214285714,9,2,2,1,3,6
2,5,28,10,2,6,2,2,5,4,3,0,9.5,1,3,7,3,10
2,5,29,39,2,3,2,2,0,0,0.142857143,0,9.5,0,2,5,7,8
2,5,47,7,2,4,2,2,5,5,0.428571429,0,9,3,5,1,1,5
2,8,51,26,2,2,2,1,6,6,1,0.107142857,9,1,7,2,5,8
2,4,40,40,2,5,2,1,0,0,0.071428571,0,9.5,1,4,1,1,7
2,8,44,26,2,4,4,2,0,0,0.5,0.107142857,9,6,5,2,3,2
2,5,35,13,2,4,2,2,0,0,0.5,0,10,1,2,1,1,6
2,5,44,35,2,4,3,1,0,0,0.5,0.071428571,9.5,5,5,0,2,7
2,7,38,14,2,3,5,1,0,0,2,0.214285714,9.5,1,4,0,1,5
2,8,47,27,2,3,3,1,0,0,0.142857143,0.5,9,2,0,3,2,5
2,5,40,23,2,3,4,1,0,0,1,0.071428571,10,3,5,2,2,5
2,8,34,13,2,4,4,1,4,0,0.214285714,0.25,9,4,5,2,1,6
2,9,43,21,2,4,3,2,5,0,0,0,9.5,2,2,2,4,7
2,9,40,13,2,6,4,1,1,0,0.5,0,9.5,10,10,6,5,0
2,7,42,12,2,4,4,2,3,0,3,0.214285714,8.5,1,0,1,1,9
2,8,34,12,2,3,3,1,0,5,2,0,9,4,10,2,2,5
2,7,51,27,1,4,4,1,2,0,1,0.214285714,7.5,3,5,1,1,5
2,8,37,10,2,4,4,2,0,0,0.5,0,9,1,5,1,2,3
2,5,42,12,2,3,2,2,0,0,1,0,10,1,4,1,4,8
2,6,32,46,2,3,3,2,5,5,0.5,0.107142857,9.5,2,5,3,3,9
2,6,30,23,2,5,4,2,1,1,0.5,0.214285714,10.5,1,3,1,2,4
2,8,42,14,2,3,4,1,0,0,2.5,0.642857143,9.5,3,1,0,3,6
2,9,42,28,2,3,3,1,0,0,0.071428571,0.5,8.5,6,10,4,7,0
2,7,36,27,2,4,3,1,7,5,1,0,9,8,7,8,6,9
2,7,46,28,2,4,3,2,0,0,0,0,9.5,1,3,2,2,6
2,9,44,42,2,4,4,1,0,0,0.5,1,9,2,1,0,0,9
2,6,33,37,1,3,4,1,3,0,2,0.214285714,8.5,4,7,6,6,6
2,8,39,14,2,5,4,2,3,0,3,1,10,0,0,0,0,7
2,9,45,13,2,5,3,1,0,0,2,0.5,9,3,3,2,1,5
2,6,34,40,2,3,2,2,0,0,0.428571429,0,9.5,2,6,1,4,5
2,4,44,12,1,6,5,2,0,5,2,0.214285714,11,2,5,1,2,8
2,6,51,30,1,4,2,1,5,5,1,0.214285714,9.5,1,2,0,0,4
2,7,42,13,2,4,4,1,4,0,0,0.035714286,10.5,4,9,1,6,0
2,9,48,13,2,3,3,2,3,5,0.214285714,0.214285714,8.5,1,0,2,3,10
2,6,35,13,2,4,3,1,0,0,2,0,9.5,6,7,2,1,0
2,7,38,27,2,3,4,1,0,0,0.071428571,1,10,3,4,4,2,8
2,8,36,14,1,3,4,1,5,0,1,0.214285714,9,6,5,5,5,5
2,6,42,9,2,4,4,1,0,0,3,1.5,10,2,2,1,0,0
2,9,42,23,2,4,4,1,5,0,0,0.5,9,2,9,4,3,6
2,6,42,44,2,6,2,1,0,0,0.5,0.5,10,2,5,1,2,5
2,8,47,14,1,5,4,1,2,0,0.5,0,9,2,4,4,2,9
2,6,35,13,2,4,3,1,0,0,2,0,9.5,6,7,1,2,0
2,8,32,14,2,3,2,1,0,5,2.5,0,10,1,4,0,2,7
2,4,39,22,2,5,3,2,3,0,2,0.214285714,10,2,3,1,0,4
2,7,43,14,2,3,5,1,0,0,2,0.428571429,8,1,2,2,1,7
2,6,48,13,2,5,3,2,0,0,2,0.214285714,10,2,7,1,3,5
2,9,39,23,2,6,3,2,3,0,0.035714286,0.5,9.5,1,1,1,2,6
2,9,43,15,2,5,3,1,4,0,0.214285714,0,9,2,1,5,1,10
2,5,33,46,2,3,4,2,0,0,2,0.214285714,10,3,4,0,0,6
2,5,49,13,2,3,3,2,0,0,1,0.214285714,11,1,4,3,2,6
2,8,50,14,2,3,2,2,0,0,0.214285714,0.214285714,9.5,3,0,0,6,7
2,7,38,12,2,3,3,1,0,0,0.5,0.214285714,9.5,1,4,2,2,4
2,5,47,1,2,4,2,1,6,0,0.214285714,0,10,2,4,0,3,4
2,7,41,43,2,5,2,2,0,0,0.071428571,0.214285714,9.5,1,1,0,0,5
2,7,44,13,2,4,3,1,0,0,0,0,9,0,4,2,1,6
2,9,46,23,2,4,2,2,0,0,0,0,9.5,5,8,4,2,4
2,4,31,11,2,8,4,2,2,0,0.5,0.428571429,10,1,3,0,1,6
2,9,43,23,2,5,4,1,0,0,0.25,0.071428571,10.5,3,5,2,4,4
2,5,37,13,2,4,4,2,2,0,1,0.214285714,10,5,5,5,5,4
2,8,41,14,2,4,4,2,0,0,1,3,10.5,0,0,0,0,10
2,4,38,13,2,3,3,2,0,0,1,0,10.5,5,6,1,1,5
2,9,41,12,2,3,3,1,3,0,0.107142857,0,10,3,6,5,2,6
2,5,39,13,2,4,4,1,0,0,1,1,10.5,1,5,0,0,5
2,5,41,10,2,4,4,1,5,0,0.5,0,10,2,7,3,5,5
2,9,38,12,2,3,4,2,0,0,0.5,0.214285714,10.5,0,2,0,1,9
2,7,46,1,2,3,4,2,0,0,0.107142857,0.107142857,9.5,3,1,0,1,5
2,4,37,45,2,5,2,2,5,5,0.5,0,9.5,2,4,6,1,8
2,7,39,13,2,3,2,1,0,0,0.5,0.214285714,10.5,4,3,3,5,9
2,6,32,13,2,2,2,2,5,5,0.107142857,0,9,0,2,0,1,5
2,8,45,25,2,7,3,2,5,0,1,0,9.5,1,3,0,2,5
2,5,47,21,2,6,5,2,2,0,1,1,8.5,0,0,0,0,10
2,5,33,1,2,3,2,1,0,0,0.5,0.642857143,8.5,3,7,6,3,5
2,6,39,26,2,3,3,2,4,3,2,0.214285714,9,2,1,4,2,9
2,9,39,13,2,3,3,2,0,0,0.107142857,0.25,9,3,0,2,4,8
2,4,40,13,2,4,4,1,3,0,0.107142857,0,8.5,1,4,0,3,2
2,6,40,13,1,4,5,2,0,0,0.25,0.25,9,2,4,2,2,3
2,9,36,13,2,3,4,1,0,0,0,0.107142857,8.5,4,9,6,4,6
2,6,38,13,2,4,4,2,0,0,2,0.214285714,9.5,2,6,2,1,7
2,5,42,4,1,4,2,1,0,7,5,0,10,5,6,5,6,7
2,6,41,31,1,5,4,1,4,0,0.642857143,0.428571429,8.5,5,4,7,7,10
2,4,44,20,1,4,5,1,0,0,1,0.214285714,10,0,2,1,2,9
2,9,47,38,2,3,2,1,5,0,0.642857143,0.214285714,9.5,2,3,5,3,5
2,5,36,22,2,3,4,2,4,4,0.5,0.5,10,0,2,1,3,7
2,9,40,27,2,4,4,2,0,0,0.25,0.5,10,1,8,0,6,4
2,7,37,13,2,3,2,2,2,0,0.214285714,0,9,1,2,2,2,9
2,6,37,23,2,4,4,2,0,0,0.5,0.214285714,10.5,3,3,1,2,5
2,5,42,26,2,4,3,1,0,0,0.071428571,0,10.5,1,3,1,1,6
2,8,44,13,1,4,3,1,6,0,0.035714286,0,9,3,4,3,1,6
2,8,43,39,2,5,4,2,0,0,0.25,0.107142857,10,3,6,1,3,6
2,4,39,15,2,4,3,2,4,4,1,0,9,0,3,2,2,9
2,8,49,3,2,7,2,2,6,5,0.107142857,0,9.5,3,2,0,3,10
2,9,39,27,2,3,3,1,0,0,0.035714286,0,9,2,0,6,0,10
2,9,42,12,2,4,3,2,0,0,2,0.428571429,9.5,1,0,0,2,6
2,5,38,11,2,4,3,2,0,0,0,0,10,3,5,3,4,5
2,8,46,13,2,5,4,2,4,0,0.214285714,0,9.5,4,7,0,1,5
2,9,42,40,2,5,2,1,4,0,0.035714286,0,10,2,4,0,1,5
2,8,50,27,2,3,3,2,0,0,0.142857143,0,9,2,2,0,3,4
2,8,42,13,2,4,4,1,0,0,2,0.5,9,2,6,1,1,5
2,7,35,28,2,5,2,2,0,0,0,0,8.5,4,4,1,3,0
2,5,36,13,2,3,2,2,0,0,0.214285714,0.214285714,10,2,3,5,1,9
2,7,45,34,2,3,4,1,0,0,0.214285714,0.214285714,8,2,2,5,5,7
2,4,41,34,2,5,4,2,0,0,0.5,0,10,2,5,1,1,6
2,6,45,29,2,4,4,1,0,0,0,1,8,2,4,1,6,0
2,4,37,23,2,5,3,2,4,5,1,0,11,5,3,5,2,4
2,6,33,7,2,4,2,1,0,7,3,2,9,6,4,6,6,6
2,6,36,34,1,5,4,1,1,0,3,1,10,0,2,0,2,8
2,5,38,28,2,3,4,1,0,0,0.142857143,0,9,1,4,3,2,8
2,7,41,4,1,4,4,2,5,5,0.5,0.107142857,9.5,2,6,2,1,7
2,9,43,23,2,4,4,2,0,0,0.214285714,0,9,1,4,2,0,3
2,5,50,17,1,3,4,2,1,1,0.035714286,0,9.5,0,4,2,2,5
2,6,37,14,2,4,3,1,0,0,0.214285714,0.5,10,4,6,5,3,2
2,4,38,40,2,3,5,2,4,4,0.25,0,9.5,2,4,4,1,4
2,4,44,43,2,5,2,2,0,0,0,0,9.5,3,4,0,4,10
2,5,39,14,2,4,3,1,0,0,2,0,10.5,8,6,10,6,9
2,8,32,13,2,3,3,2,0,0,0.035714286,0,10,5,6,6,2,7
2,6,41,46,2,4,3,1,0,0,0.214285714,0,9.5,2,7,2,6,5
2,5,47,22,2,7,3,1,5,5,1,0,10,0,1,0,0,8
2,7,38,11,2,3,3,1,4,0,0.5,0.5,10,0,0,0,3,7
2,6,45,42,2,4,3,2,0,0,0.071428571,0,9.5,1,2,1,2,10
2,8,42,13,2,4,4,1,0,0,2,0.214285714,10,1,2,0,0,4
2,6,39,24,2,3,2,1,0,0,1,0.035714286,10,3,9,5,4,6
2,8,38,28,2,3,3,1,1,0,0.25,2,9,2,3,2,1,3
2,9,47,20,2,4,4,2,0,0,0.25,0.107142857,9,4,3,0,1,8
2,5,45,5,2,5,3,1,1,3,1,2,8.5,5,4,2,3,5
2,6,37,13,1,4,4,2,2,0,2,0.214285714,9,1,4,1,2,7
2,5,48,12,1,3,5,1,1,0,1,0,9,1,5,1,2,7
2,8,41,14,2,3,2,2,1,0,0.035714286,0,11,0,3,4,2,10
2,6,35,38,2,4,2,2,5,3,1,0.214285714,10,0,3,4,3,9
2,8,46,38,1,5,2,1,0,0,0,0,10,2,5,2,2,2
2,9,36,40,2,2,2,2,5,0,0.071428571,0,8,5,8,4,7,4
2,9,49,28,1,5,5,1,2,0,0.5,0.214285714,9.5,5,6,5,6,4
2,7,42,1,2,4,3,1,6,0,0.25,0.214285714,9,3,2,0,2,8
2,5,32,23,1,3,2,2,3,0,0.5,0.214285714,9.5,6,8,8,4,7
2,8,42,23,2,3,3,2,0,0,0.035714286,0,10.5,3,2,2,4,5
2,8,39,23,2,5,2,1,0,0,1,0.214285714,10,3,5,0,4,4
2,9,43,40,2,3,4,2,2,0,0.214285714,0.214285714,9,3,7,6,7,5
2,7,44,10,1,4,4,1,5,0,0.5,0.107142857,10,0,3,0,2,5
2,7,43,10,2,3,2,1,0,0,0.5,0.5,9.5,7,4,3,2,5
2,4,31,23,2,4,4,2,0,0,0.5,0,10.5,5,2,2,1,3
2,4,45,8,2,4,4,1,0,0,0.25,0.107142857,8,1,4,0,2,9
2,4,40,13,2,5,4,2,2,0,2,0,10,3,3,1,0,9
2,5,36,13,2,3,3,1,0,0,0.214285714,0,8,6,10,4,5,1
2,9,38,13,2,4,3,2,4,5,5,0.214285714,9.5,4,3,2,3,5
2,7,39,28,1,4,4,2,0,0,2,0.428571429,8.5,0,2,3,2,10
2,7,42,12,2,3,3,1,0,0,0.5,0,10,1,1,0,7,3
2,8,45,34,2,5,3,1,0,0,2,0,9,1,4,0,0,6
2,5,32,8,1,4,4,2,3,5,0.214285714,0,8,2,5,3,2,4
2,4,33,25,2,5,2,2,0,0,1,0,9.5,0,2,0,6,6
2,6,34,1,2,5,2,1,0,0,0.071428571,0,10,5,7,1,3,6
2,6,39,6,2,6,3,1,0,5,0.214285714,0,9.5,1,3,1,3,5
2,8,38,1,2,5,4,1,5,0,0.107142857,0.214285714,10,4,5,1,4,4
2,7,37,1,2,6,2,2,0,0,0.25,0.035714286,10,4,6,4,5,4
2,8,43,47,1,6,3,1,0,0,1,1.5,9,2,4,0,0,3
2,6,35,13,2,4,3,2,0,0,0.5,0.214285714,10,2,1,1,2,7
2,7,36,40,2,4,3,2,0,0,1,0.214285714,9.5,1,7,2,1,5
2,4,35,34,2,3,3,1,5,5,0.5,0.214285714,9,1,4,2,4,4
2,9,44,17,1,3,4,1,3,0,0.107142857,0,9.5,3,4,1,4,3
2,4,41,18,2,4,4,2,3,0,0.035714286,0.035714286,9.5,4,5,5,5,5
2,9,34,29,2,5,4,1,2,0,1.5,0,10,6,10,2,2,6
2,6,38,23,2,3,3,1,1,4,0.035714286,0.035714286,10,4,6,5,5,5
2,6,37,1,2,4,2,2,4,0,2,0.214285714,10,1,4,1,1,5
2,8,43,26,2,4,2,1,1,0,1,0,9.5,4,8,2,1,5
2,6,39,25,2,6,4,1,0,0,2,0,9.5,2,2,2,3,7
2,9,45,23,2,4,3,1,0,0,0.214285714,0.5,11,4,5,1,0,4
2,7,41,26,2,3,5,2,5,5,0.5,0.214285714,10,1,2,2,3,9
2,9,37,28,2,2,2,1,4,0,0,0,9.5,0,5,4,3,5
2,6,46,12,2,5,4,1,0,0,0.214285714,0,9.5,2,6,1,2,5
2,9,43,28,2,3,4,1,3,0,0.071428571,0.214285714,12,3,3,2,2,5
2,8,42,21,2,3,3,2,0,0,0.25,0.107142857,11,1,2,3,1,6
2,6,35,6,2,6,3,2,0,1,1,0,11,2,2,2,3,4
2,9,34,27,2,2,3,1,1,0,0,0,9,1,6,2,6,6
2,7,34,4,2,4,2,2,0,0,0.5,0,10,1,1,0,4,8
2,7,38,33,2,5,3,1,3,4,0.035714286,0,7.5,2,7,5,3,4
2,9,45,21,2,3,4,2,2,0,1,0,9,4,4,6,2,9
2,9,33,24,2,3,4,2,3,0,1,0.5,8.5,0,3,4,2,8
2,4,37,25,2,3,4,2,0,0,2,0.214285714,10.5,3,5,0,1,5
2,4,31,24,2,3,2,1,5,5,1,0,11,4,6,5,1,6
2,5,40,12,2,3,2,2,0,5,0.107142857,0,10.5,2,8,3,5,7
2,4,48,4,2,3,2,2,0,0,0.107142857,0,9.5,3,3,5,3,4
2,9,45,37,2,4,2,2,5,0,0.035714286,0.214285714,11,0,0,1,2,10
2,7,39,35,2,3,3,2,5,0,1,0.5,10,0,2,0,4,6
2,9,46,14,2,3,4,1,4,0,4,0,10,4,5,0,1,1
2,7,33,23,2,3,4,2,0,0,0.25,0.214285714,9.5,2,3,9,6,10
2,5,40,23,2,3,3,1,5,0,1,0.107142857,9,3,5,3,3,5
2,7,37,25,2,4,2,1,2,0,0,0,9.5,4,5,3,3,7
2,6,30,27,2,3,4,2,0,0,1,0,9.5,2,7,2,1,6
2,6,38,23,2,6,2,2,4,0,0.25,0,9.5,0,1,2,3,6
2,6,43,26,2,3,4,2,0,0,4,0.5,11,3,1,1,2,8
2,7,42,12,2,4,3,2,2,0,1,0.214285714,9.5,2,4,5,2,5
2,5,36,25,2,5,2,2,4,5,0.5,0.107142857,9,1,5,3,1,7
2,8,47,22,2,3,4,2,5,0,0.25,0.107142857,10,7,8,6,4,6
2,8,38,23,2,4,3,2,4,0,3,0.214285714,10,1,4,0,0,6
2,7,46,13,2,5,2,1,0,0,1,3,9,3,0,0,0,10
2,7,48,14,2,3,3,2,2,0,0.214285714,0,9,2,4,1,2,9
2,4,36,13,2,4,4,1,0,0,2,0,9.5,1,3,6,1,6
2,6,39,23,2,4,4,1,0,0,1,0.214285714,11,2,5,3,2,8
2,4,43,14,2,5,2,2,1,0,0.5,0,9,2,4,0,4,2
2,7,45,34,2,5,3,2,2,0,0.071428571,0.5,9,0,0,0,1,8
2,4,42,27,1,4,4,1,3,0,0,0,10,3,3,3,6,4
2,9,44,27,2,5,4,2,0,0,1,0.214285714,9,2,4,0,0,8
2,5,37,20,2,2,4,1,6,5,0.5,0.5,9.5,1,7,4,3,5
2,6,46,11,2,6,2,2,0,0,0.071428571,0.214285714,9.5,0,3,1,0,10
2,8,32,40,2,4,3,2,0,0,1,0.107142857,9,0,2,6,4,10
2,7,41,12,2,4,3,2,0,0,0.035714286,0,10.5,2,8,0,1,3
2,9,36,23,2,3,4,2,0,0,0.107142857,0.5,9.5,1,0,0,2,9
2,9,43,14,2,4,4,2,3,0,1,0.214285714,9,3,3,2,5,4
2,7,45,12,2,4,4,2,2,0,0.214285714,0.214285714,9.5,5,5,1,3,5
2,6,38,34,2,5,2,2,0,0,1,0.214285714,10,1,2,0,2,3
2,9,51,4,2,3,2,2,0,0,1,2.5,9.5,1,3,1,4,10
2,6,44,20,2,4,4,2,0,0,2,0.5,10,3,4,3,1,5
2,6,40,27,2,3,3,1,5,2,3,0,8.5,5,7,5,3,8
2,6,42,24,2,3,4,2,0,0,0.5,0,8.5,1,2,3,5,2
2,7,43,11,2,7,4,1,0,0,3,0,10.5,4,2,0,1,9
2,9,47,37,1,3,1,2,0,0,0.071428571,0,9.5,3,8,4,6,6
2,4,43,27,2,3,2,1,0,2,1,0,7.5,4,8,1,3,3
2,6,35,21,2,5,3,1,4,0,0.25,0.214285714,9,2,3,1,1,7
2,9,49,14,2,3,4,1,2,0,0.214285714,0.214285714,10,0,0,0,1,9
2,7,43,1,2,4,3,1,4,0,0.214285714,0.214285714,9.5,4,5,4,2,4
2,8,41,23,2,4,3,2,5,5,2,0,8.5,2,1,1,2,10
2,6,43,24,2,3,4,2,0,0,0.5,0.5,10,3,1,6,6,10
2,4,40,27,2,4,3,2,0,0,0.214285714,0,11.5,1,2,0,2,7
2,6,37,1,2,4,5,1,4,0,0.107142857,0,10,2,6,0,5,5
2,6,37,15,2,4,3,2,5,0,1,0.107142857,8.5,1,0,0,0,10
2,5,41,14,2,4,2,2,0,0,1,0.214285714,9,2,3,3,4,8
2,6,42,21,2,5,2,2,2,0,0.107142857,0,9,1,5,4,1,5
2,5,59,32,1,4,4,1,0,0,1,0,10,2,4,0,1,6
2,4,36,12,2,4,4,2,0,0,2,0,10,4,6,1,0,6
2,7,39,13,2,2,3,2,5,0,0,0,9.5,7,8,9,2,5
2,5,31,29,2,4,3,2,0,0,2,0.5,11,0,2,2,2,10
2,6,41,12,2,5,3,2,0,0,1,0.214285714,9.5,0,4,0,3,10
2,8,43,21,1,7,2,1,1,0,1,0,9,2,3,0,2,6
2,4,26,37,2,3,4,2,0,0,0.5,0.214285714,9,5,3,3,3,5
2,5,38,13,2,5,1,1,0,0,0.035714286,0,9,8,2,4,5,7
2,4,32,14,2,4,3,1,0,0,0.035714286,0,9,2,5,3,3,4
2,4,32,22,2,4,4,1,5,5,0.5,0,10,7,7,3,5,4
2,4,40,28,2,6,4,1,0,0,3,0.214285714,12,2,2,3,4,8
2,4,43,40,2,5,3,1,5,0,3,0,10,3,5,3,3,5
2,8,42,28,2,3,4,2,3,0,1,0.107142857,8.5,1,6,1,3,10
2,4,39,27,2,4,4,1,0,0,0.25,0.214285714,11,1,2,1,1,5
2,5,50,11,2,3,4,1,0,5,2,0,10,1,0,1,3,9
2,7,34,28,2,5,2,1,0,0,2,0.214285714,10,3,2,2,1,4
2,5,39,11,2,4,4,1,0,0,0.25,0.107142857,9.5,1,4,2,4,4
2,9,41,23,2,4,4,1,0,0,0.5,0.214285714,9.5,2,0,0,4,7
2,9,46,31,2,6,2,1,0,0,0.107142857,0,8.5,0,1,6,8,0
2,5,35,33,2,5,4,2,0,0,0.5,0.5,10,1,2,1,2,6
2,6,39,11,2,4,3,1,0,0,0.035714286,0.5,10,2,3,5,3,4
2,4,42,28,2,5,3,2,5,0,0.5,0.214285714,10,4,3,0,3,6
2,4,33,13,2,5,4,2,0,0,1,0.214285714,11,2,5,2,2,8
2,8,39,4,2,7,1,2,0,0,0,0,9.5,5,5,5,4,9
2,5,33,24,2,6,4,1,5,5,3,0.5,8,3,10,5,9,0
2,4,34,18,2,5,4,2,4,0,5,0.214285714,9,5,6,1,1,4
2,7,35,32,2,3,2,1,4,0,0.5,0,9,3,1,5,0,9
2,5,33,28,2,4,4,2,0,0,2,0.107142857,10.5,1,3,1,0,3
2,4,39,24,2,5,2,1,0,0,1,1,10.5,3,4,0,4,0
2,5,31,25,2,4,2,2,0,0,0.035714286,0.214285714,9,2,3,5,1,5
2,8,32,27,2,4,2,2,5,0,0,0,9,0,2,2,1,8
2,5,42,4,2,5,3,2,0,0,1,0,11,1,3,0,3,5
2,4,37,9,2,3,1,1,0,0,2,0,9.5,6,9,1,5,2
2,7,35,25,2,5,2,1,0,0,2,0,9,3,4,2,1,8
2,8,43,24,2,3,2,1,0,0,0.5,1.5,9.5,5,7,2,2,6
2,8,40,27,2,4,4,2,0,0,1,0.214285714,10,1,4,1,0,10
2,8,52,11,1,4,2,2,0,0,0.5,0.214285714,9.5,3,4,5,3,9
2,8,46,28,2,2,4,1,5,0,0.071428571,0.107142857,9,2,5,0,1,6
2,8,44,19,2,6,3,2,2,5,0.071428571,0.214285714,9,4,4,2,1,10
2,5,30,12,2,3,3,2,0,0,2,0.107142857,10.5,3,4,7,4,7
2,8,38,28,2,4,3,2,0,0,1,0.214285714,9.5,1,1,0,1,5
2,5,35,21,2,2,2,2,0,0,1,0,9.5,2,4,3,3,5
2,8,47,14,2,5,3,1,0,0,0.071428571,0.214285714,10,2,3,1,3,3
2,4,32,26,2,6,4,1,4,0,1,0,11,2,6,0,3,4
2,5,36,27,2,4,3,2,2,0,3,0.5,10.5,1,2,1,0,10
2,4,25,4,2,4,3,1,0,5,0.25,0,10.5,6,7,2,2,9
2,4,36,30,2,6,2,1,4,0,1,0,9.5,1,3,1,3,4
2,4,34,15,2,5,3,1,0,0,1,0,9.5,4,6,3,2,7
2,4,42,13,2,3,4,1,0,0,0.5,0.107142857,9.5,3,2,1,2,1
2,4,42,12,2,4,4,1,3,0,1,0.035714286,9.5,2,4,0,3,2
2,4,42,27,2,3,3,1,1,1,2,0.214285714,9.5,2,3,1,5,2
